"neq","nom","full_address","adresse","ville","province","code_postal","pays","nir","titre","categorie_transport","date_inscription","date_prochaine_maj","code_securite","droit_circulation","droit_exploiter","motif","extra_values","vrac_numero_inscription","vrac_region_exploitation","vrac_nombre_camions","vrac_nom_courtier"
"1141297508","9011-1246 QUÉBEC INC.","134, Grande Ligne Saint-Alexis (Québec)  J0K 1T0","134, Grande Ligne","Saint-Alexis","Québec","J0K 1T0","","R-534143-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-09","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141298241","141190 CANADA INC.","831, rue Willibrord Montréal (Québec)  H4G 2T8","831, rue Willibrord","Montréal","Québec","H4G 2T8","","R-522714-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-04-09","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141361015","9011-4901 QUÉBEC INC.","200, rang du Barreau Saint-Barnabé-Sud (Québec)  J0H 1G0","200, rang du Barreau","Saint-Barnabé-Sud","Québec","J0H 1G0","","R-504541-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-30","Satisfaisant","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","3-C-500147","Région 6","1","POSTE DE CAMIONNAGE EN VRAC RÉGION 06 INC."
"1141361098","CENTRE DE MÉCANIQUE J.T.S. INC","6249, rue Éloi-Garneau Québec (Québec)  G3E 1P6","6249, rue Éloi-Garneau","Québec","Québec","G3E 1P6","","R-144422-4","Propriétaire de véhicules lourds","Sans objet","2021-03-29 16:31","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141361403","GESTION IAI BOURRET INC.","1440, rue Graham-Bell Boucherville (Québec)  J4B 6H5","1440, rue Graham-Bell","Boucherville","Québec","J4B 6H5","","R-510562-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-01","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141361890","LES PRODUCTIONS AVANTI CINÉ VIDÉO INC.","225, rue Roy E, App. 100 Montréal (Québec)  H2W 1M5","225, rue Roy E, App. 100","Montréal","Québec","H2W 1M5","","R-568510-3","Sans objet","Marchandises et personnes","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141444704","9011-7748 QUÉBEC INC.","1410, rue Goupil Drummondville (Québec)  J2B 4Z9","1410, rue Goupil","Drummondville","Québec","J2B 4Z9","","R-543121-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-09-11","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141444837","LOCATION D'AUTOS BEAUDOIN INC.","42, rue Saint-Laurent Windsor (Québec)  J1S 1N9","42, rue Saint-Laurent","Windsor","Québec","J1S 1N9","","R-131013-6","Propriétaire de véhicules lourds","Sans objet","2018-08-01 15:52","2026-07-31","Satisfaisant - Non audité","Oui","Non","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141462193","FERME ROUVAL INC.","390, 2e Rang Saint-Barnabé (Québec)  G0X 2K0","390, 2e Rang","Saint-Barnabé","Québec","G0X 2K0","","R-126431-7","Propriétaire de véhicules lourds","Sans objet","2017-09-06 12:10","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141555194","FERME JANOMAMIRE INC","","","","","","","R-514706-2","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141556150","JOS PAQUETTE & FILS INC.","172, rue Principale Saint-Étienne-des-Grès (Québec)  G0X 2P0","172, rue Principale","Saint-Étienne-des-Grès","Québec","G0X 2P0","","R-003776-3","Propriétaire et exploitant de véhicules lourds","Personnes","1999-04-01 00:00","2026-10-31","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141462953","TREALMONT TRADE LANE INC.","360, rue Saint-Jacques, App. 1000 10e Étage Montréal (Québec)  H2Y 1R2","360, rue Saint-Jacques, App. 1000 10e Étage","Montréal","Québec","H2Y 1R2","","","","","","","","","","","liste des intermédiaires en services de transport","","","",""
"1141463555","ATELIER D'ARMOIRES DE CUISINE LA FABRIQUE INC.","201, rue Industrielle Saint-Lin-Laurentides (Québec)  J5M 2S9","201, rue Industrielle","Saint-Lin-Laurentides","Québec","J5M 2S9","","R-514788-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-03-04","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141301086","ACIERS RIVE-SUD INC.","550 A, ch. de la Petite-Côte Saint-Mathieu (Québec)  J0L 2H0","550 A, ch. de la Petite-Côte","Saint-Mathieu","Québec","J0L 2H0","","R-538856-7","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-04-15","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141301920","LES ENTREPRISES BRUNO-PIERRE INC.","14, rue Rémi Saint-Valère (Québec)  G0P 1M0","14, rue Rémi","Saint-Valère","Québec","G0P 1M0","","R-044644-4","Exploitant de véhicules lourds","Marchandises","2006-12-07 11:44","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141302571","3095-7377 QUÉBEC INC.","1721, rue L'Annonciation S Rivière-Rouge (Québec)  J0T 1T0","1721, rue L'Annonciation S","Rivière-Rouge","Québec","J0T 1T0","","R-530341-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141376823","9011-5205 QUÉBEC INC.","","","","","","","R-022779-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141376997","GROUPE MAYRAND ALIMENTATION INC.","9701, boul. Louis-H.-La Fontaine Montréal (Québec)  H1J 2A3","9701, boul. Louis-H.-La Fontaine","Montréal","Québec","H1J 2A3","","R-540584-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-02-17","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141464231","PRODUITS DE PLASTIQUE BEN-PAK INC.","7784, rue De Villebon Montréal (Québec)  H4K 1E8","7784, rue De Villebon","Montréal","Québec","H4K 1E8","","R-531843-2","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141465311","FINANCIÈRE C.R.P. INC.","4565, av. Georges-Bornais Shawinigan (Québec)  G6N 6T5","4565, av. Georges-Bornais","Shawinigan","Québec","G6N 6T5","","R-014157-3","Propriétaire de véhicules lourds","Sans objet","1999-04-01 00:00","2026-06-10","Satisfaisant - Non audité","Oui","Non","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141577511","TRANSPORT RINO DUBÉ INC.","690, 2e Rue E La Sarre (Québec)  J9Z 2X2","690, 2e Rue E","La Sarre","Québec","J9Z 2X2","","R-504445-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-11","Satisfaisant","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","3-C-502630","Région 8","1","SOUS-POSTE CAMIONNAGE EN VRAC ABITIBI-OUEST (ZONE 3) INC."
"1141577685","LUKYLUC AUTO INC.","3646, rue de l'Université Longueuil (Québec)  J3Y 5R5","3646, rue de l'Université","Longueuil","Québec","J3Y 5R5","","R-550406-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-09-13 00:00","2026-07-28","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141577974","PIÈCES D'AUTOS LAURÉAT JACQUES INC.","900, boul. Frontenac O Thetford Mines (Québec)  G6G 6K3","900, boul. Frontenac O","Thetford Mines","Québec","G6G 6K3","","R-042611-5","Propriétaire et exploitant de véhicules lourds","Marchandises","2005-09-07 14:09","2026-11-06","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141303520","ATELIER DE SOUDURE MARCEL GAGNE INC","185, boul. Gagnon Sainte-Claire (Québec)  G0R 2V0","185, boul. Gagnon","Sainte-Claire","Québec","G0R 2V0","","R-014221-7","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141303702","MÉCANIQUE-PRO HENRI GAUVIN INC.","2205, boul. Wilfrid-Hamel, App. 200 Québec (Québec)  G1P 2H8","2205, boul. Wilfrid-Hamel, App. 200","Québec","Québec","G1P 2H8","","R-008851-9","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141379744","LES FORÊTS DU MAÎTRE SCIEUR INC.","1571, rue Principale Pohénégamook (Québec)  G0L 1J0","1571, rue Principale","Pohénégamook","Québec","G0L 1J0","","R-029696-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-11-24 15:49","2026-08-06","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141466137","DUCATT LAVE INC.","449, rue Bourbonnais Montréal (Québec)  H8R 2Z2","449, rue Bourbonnais","Montréal","Québec","H8R 2Z2","","R-511635-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-16","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141580085","EXCAVATION LUC ÉMERY INC.","3670, rang de la Rivière Saint-Félix-de-Valois (Québec)  J0K 2M0","3670, rang de la Rivière","Saint-Félix-de-Valois","Québec","J0K 2M0","","R-504186-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141580721","2744-1781 QUÉBEC INC.","","","","","","","R-549514-9","Sans objet","Sans objet","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141581935","LA RESSOURCERIE DE LAC ST-CHARLES","1530, av. du Lac-Saint-Charles Québec (Québec)  G3G 2W3","1530, av. du Lac-Saint-Charles","Québec","Québec","G3G 2W3","","R-031568-0","Propriétaire et exploitant de véhicules lourds","Marchandises","2000-06-29 12:37","2026-07-05","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141308131","TRANSPORT NORD-SUD INC.","880, 3e Rue, Bureau 1 Chibougamau (Québec)  G8P 1P9","880, 3e Rue, Bureau 1","Chibougamau","Québec","G8P 1P9","","R-006616-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-22","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141308495","9011-2186 QUÉBEC INC.","5, rue Pierre-Parent Rimouski (Québec)  G0L 1B0","5, rue Pierre-Parent","Rimouski","Québec","G0L 1B0","","R-007886-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141380056","INDUSTRIES GOODWILL RENAISSANCE MONTRÉAL INC.","7245, rue Clark Montréal (Québec)  H2R 2Y4","7245, rue Clark","Montréal","Québec","H2R 2Y4","","R-532046-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-08-18","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141380478","9203-0584 QUÉBEC INC.","","","","","","","R-527015-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141381252","ÉQUIPEMENTS RENÉ INC.","931, rue Notre-Dame Saint-Maurice (Québec)  G0X 2X0","931, rue Notre-Dame","Saint-Maurice","Québec","G0X 2X0","","R-039229-1","Propriétaire et exploitant de véhicules lourds","Marchandises","2003-12-12 16:02","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141310285","ENTREPRENEUR ÉLECTRICIEN G.L. INC.","","","","","","","R-015138-2","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141310830","GESTION SÉBASTIEN DÉSOURDY INC.","1410, rte Pierre-Laporte Bromont (Québec)  J2L 2W5","1410, rte Pierre-Laporte","Bromont","Québec","J2L 2W5","","R-547026-6","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141311028","LES ÉLEVAGES BAILLARGEON INC.","166, rang Saint-Charles Ange-Gardien (Québec)  J0E 1E0","166, rang Saint-Charles","Ange-Gardien","Québec","J0E 1E0","","R-523406-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-08-30","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","2-M-519606","Région 6","1","VRAC-ROUVILLE."
"1141483983","MACONNERIE LUC DEMERS INC.","","","","","","","R-525111-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141485046","LEWIS BELANGER EXCAVATION INC","","","","","","","R-502514-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141485251","9011-8704 QUÉBEC INC.","1170, ch. de Brown's Hill Stanstead-Est (Québec)  J0B 1C0","1170, ch. de Brown's Hill","Stanstead-Est","Québec","J0B 1C0","","R-566684-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2003-03-24 15:17","2026-03-28","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","9-C-504085","Région 5","1","LES TRANSPORTEURS EN VRAC D'ORFORD INC."
"1141485517","LA MAISON DES JEUNES DE PORT-CARTIER INC.","","","","","","","R-003893-6","Sans objet","Sans objet","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141485616","MARIETTE CLERMONT INC.","2300, boul. Le Corbusier Laval (Québec)  H7S 2C9","2300, boul. Le Corbusier","Laval","Québec","H7S 2C9","","R-536928-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-03-24","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141619651","LES UNIFORMES TOWN & COUNTRY INC.","1975, boul. Dagenais O Laval (Québec)  H7L 5V1","1975, boul. Dagenais O","Laval","Québec","H7L 5V1","","R-117653-7","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141622101","9012-1666 QUÉBEC INC.","1124, boul. Industriel,  CP 10 Lebel-sur-Quévillon (Québec)  J0Y 1X0","1124, boul. Industriel,  CP 10","Lebel-sur-Quévillon","Québec","J0Y 1X0","","R-111944-6","Propriétaire et exploitant de véhicules lourds","Marchandises","2014-11-21 15:56","2026-11-26","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141311945","9011-2731 QUÉBEC INC","68, ch. de Saint-Camille Ham-Sud (Québec)  J0B 3J0","68, ch. de Saint-Camille","Ham-Sud","Québec","J0B 3J0","","R-594257-9","Propriétaire et exploitant de véhicules lourds","Marchandises","2010-04-12 13:42","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141312893","ASSOCIATION CHASSE ET PÊCHE BOULLÉ","17, place Raoul-Rivest Notre-Dame-des-Prairies (Québec)  J6E 0N7","17, place Raoul-Rivest","Notre-Dame-des-Prairies","Québec","J6E 0N7","","R-140703-1","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141397001","LOMBARDI AUTOS LTÉE.","4356, boul. Métropolitain Montréal (Québec)  H1S 1A2","4356, boul. Métropolitain","Montréal","Québec","H1S 1A2","","R-580014-0","Propriétaire et exploitant de véhicules lourds","Marchandises","2006-04-19 12:47","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141397472","HENRI, LAURIER & FILS LTÉE","9500, boul. des Sciences Montréal (Québec)  H1J 3B6","9500, boul. des Sciences","Montréal","Québec","H1J 3B6","","R-510667-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141397647","PENSKE TRUCK LEASING CANADA INC.","2500, boul. Pitfield Montréal (Québec)  H4S 1Z7","2500, boul. Pitfield","Montréal","Québec","H4S 1Z7","","R-517606-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-27","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141485772","POURVOIRIE DU LAC GENEVIEVE","","","","","","","R-003601-3","Sans objet","Marchandises et personnes","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141485814","CINTEC ENVIRONNEMENT INC.","5505, Irwin Montréal (Québec)  H8N 1A1","5505, Irwin","Montréal","Québec","H8N 1A1","","R-521609-9","Sans objet","Sans objet","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141282880","TRANSPORT ST-ODILON INC.","107, rue des Érables Saint-Odilon-de-Cranbourne (Québec)  G0S 3A0","107, rue des Érables","Saint-Odilon-de-Cranbourne","Québec","G0S 3A0","","R-003939-7","Propriétaire et exploitant de véhicules lourds","Marchandises et personnes","1999-04-01 00:00","2026-10-15","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","1-Q-515310","Région 3","1","SOUS-POSTE DE COURTAGE, CAMIONNAGE EN VRAC APPALACHES INC."
"1141283110","EXCAVATION J. HENLEY INC.","376, rue de la Briquade Blainville (Québec)  J7C 2C8","376, rue de la Briquade","Blainville","Québec","J7C 2C8","","R-533659-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141321076","PAGE E.T.C. INC.","2758, Trombley Road Weedsport (New York)  13166 États-Unis 13166","2758, Trombley Road","Weedsport","New York","13166","États-","R-519567-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-12-06","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,liste des intermédiaires en services de transport","","","",""
"1141322223","AUTOBUS BIENCOURT INC.","12, rue Principale O,  CP 141 Biencourt (Québec)  G0K 1T0","12, rue Principale O,  CP 141","Biencourt","Québec","G0K 1T0","","R-007164-8","Propriétaire et exploitant de véhicules lourds","Marchandises et personnes","1999-04-01 00:00","2026-11-19","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141322306","GESTION MICHEL CHICOINE INC.","422, rue Ménard Sainte-Cécile-de-Milton (Québec)  J0E 2C0","422, rue Ménard","Sainte-Cécile-de-Milton","Québec","J0E 2C0","","R-554151-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2000-05-05 12:01","2026-06-20","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,liste des intermédiaires en services de transport","","","",""
"1141322330","SOUDURE ALARIE INC.","12455, rue Service A-4 Mirabel (Québec)  J7N 0Y7","12455, rue Service A-4","Mirabel","Québec","J7N 0Y7","","R-600504-6","Propriétaire de véhicules lourds","Sans objet","2011-11-17 11:04","2026-11-17","Satisfaisant - Non audité","Oui","Non","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141398348","BOIS CFM INC.","810, Route 132 Sainte-Florence (Québec)  G0J 2M0","810, Route 132","Sainte-Florence","Québec","G0J 2M0","","R-045776-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141398512","V-TO INC.","3400, av. Bérard Saint-Hyacinthe (Québec)  J2S 0N7","3400, av. Bérard","Saint-Hyacinthe","Québec","J2S 0N7","","R-537246-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-08","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141504143","CARRIER DÉNEIGEMENT 2016 INC.","2670, rue Mongeau Drummondville (Québec)  J2B 8G1","2670, rue Mongeau","Drummondville","Québec","J2B 8G1","","R-105744-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2013-09-30 15:03","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141283516","PARADIS AMÉNAGEMENT URBAIN INC.","436, rue des Adirondacks Québec (Québec)  G1C 7E8","436, rue des Adirondacks","Québec","Québec","G1C 7E8","","R-002250-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-08-02","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141283821","MOISSON QUÉBEC INC.","2909, av. Kepler Québec (Québec)  G1X 3V4","2909, av. Kepler","Québec","Québec","G1X 3V4","","R-015098-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-10","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141323551","9011-3291 QUÉBEC INC.","21, rue Béréli Saint-Albert (Québec)  J0A 1E0","21, rue Béréli","Saint-Albert","Québec","J0A 1E0","","R-008233-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-22","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141400268","9011-6336 QUÉBEC INC.","225, rang d'Argenteuil Saint-Damase (Québec)  J0H 1J0","225, rang d'Argenteuil","Saint-Damase","Québec","J0H 1J0","","R-140434-3","Propriétaire et exploitant de véhicules lourds","Marchandises","2020-07-09 11:23","2026-10-31","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141506395","LES PRODUITS DE VENTILATION H.C.E. INC.","10400, boul. du Golf Montréal (Québec)  H1J 2Y7","10400, boul. du Golf","Montréal","Québec","H1J 2Y7","","R-547258-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-20 00:00","2026-06-20","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141285743","AMEUBLEMENT A. CARRIER INC","1359, rue Côté Thetford Mines (Québec)  G6G 7B7","1359, rue Côté","Thetford Mines","Québec","G6G 7B7","","R-013813-2","Sans objet","Sans objet","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141286667","3060187 CANADA INC.","410, Route 132 O New Richmond (Québec)  G0C 2B0","410, Route 132 O","New Richmond","Québec","G0C 2B0","","R-573562-7","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141325283","LOCATION P.P.C. INC.","447, 4e Rang E Saint-Eugène-de-Ladrière (Québec)  G0L 1P0","447, 4e Rang E","Saint-Eugène-de-Ladrière","Québec","G0L 1P0","","R-002600-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-11-05","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","0-Q-511179","Région 1","1","TRANSPORTEURS EN VRAC DE RIMOUSKI INC."
"1141338542","LE GROUPE POLY-M2 INC.","","","","","","","R-582184-9","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141401423","2955-3542 QUEBEC INC","65, rue des Orties La Prairie (Québec)  J5R 5J3","65, rue des Orties","La Prairie","Québec","J5R 5J3","","R-553340-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2000-03-31 14:15","2026-04-30","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141401647","EXCAVATION M R N INC","","","","","","","R-578142-3","Propriétaire et exploitant de véhicules lourds","Marchandises","2005-10-19 14:28","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141507187","JEAN PAUL PILON INC.","1041, rte Harwood, App. 5 Vaudreuil-Dorion (Québec)  J7V 8P2","1041, rte Harwood, App. 5","Vaudreuil-Dorion","Québec","J7V 8P2","","R-502270-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141507732","AIM INTEGRATED LOGISTICS, INC.","1500, Trumbull Road Girard (Ohio)  44420 États-Unis 44420","1500, Trumbull Road","Girard","Ohio","44420","États-","R-011123-8","Propriétaire de véhicules lourds","Sans objet","1999-04-01 00:00","2026-02-13","Satisfaisant - Non audité","Oui","Non","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
